Codering_3,SoortRegio_2,Gemeentenaam_1,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,Nederland_17,EuropaExclusiefNederland_18,BuitenEuropa_19,HuishoudensTotaal_29,Eenpersoonshuishoudens_30,HuishoudensZonderKinderen_31,HuishoudensMetKinderen_32,GemiddeldeHuishoudensgrootte_33,Bevolkingsdichtheid_34,LeerlingenPo_62,LeerlingenVoInclVavo_63,StudentenMboExclExtranei_64,StudentenHbo_65,StudentenWo_66,BasisonderwijsVmboMbo1_67,HavoVwoMbo24_68,HboWo_69,WerkzameBeroepsbevolking_70,GemGestandaardiseerdInkomen_83,k_40HuishoudensMetLaagsteInkomen_84,k_20HuishoudensMetHoogsteInkomen_85,ALandbouwBosbouwEnVisserij_96,BFNijverheidEnEnergie_97,GIHandelEnHoreca_98,HJVervoerInformatieEnCommunicatie_99,KLFinancieleDienstenOnroerendGoed_100,MNZakelijkeDienstverlening_101,OQOverheidOnderwijsEnZorg_102,RUCultuurRecreatieOverigeDiensten_103,PersonenautoSPerHuishouden_107,MateVanStedelijkheid_120
WK043901  ,Wijk      ,Purmerend                               ,4940,2375,2565,410,520,1340,1140,1525,3675,425,840,2855,1495,835,525,1.7,6389,200,130,100,80,50,800,1800,1000,2570,37.8,49.8,11.4,0,135,355,65,60,200,150,155,0.7,1
BU04390101,Buurt     ,Purmerend                               ,1800,920,880,105,235,700,395,365,1165,210,425,1200,740,305,150,1.5,6694,50,30,20,40,40,370,820,350,1160,,56.5,7.5,0,95,300,35,40,90,80,115,0.6,1
BU04390102,Buurt     ,Purmerend                               ,800,360,440,45,40,140,140,435,625,55,125,470,255,170,45,1.6,5493,20,10,10,10,0,100,190,120,250,,50.6,12.0,0,5,20,15,10,35,25,10,0.7,1
BU04390103,Buurt     ,Purmerend                               ,2340,1090,1250,270,240,505,605,725,1890,160,290,1185,495,360,330,1.9,6524,130,90,70,40,20,340,800,510,1170,,42.7,15.0,0,35,35,20,10,75,45,25,0.9,1
WK043902  ,Wijk      ,Purmerend                               ,14015,6935,7080,1790,1405,3695,3510,3615,9585,1250,3185,6970,3160,1795,2015,1.9,3950,980,610,360,250,110,2930,4840,2730,7080,37.3,43.6,12.0,0,280,320,155,40,330,325,180,0.9,2
BU04390201,Buurt     ,Purmerend                               ,6305,3090,3210,975,655,1785,1595,1300,4065,565,1680,3165,1405,705,1050,2.0,6054,520,310,180,110,40,1390,2240,950,3210,35.0,46.6,8.6,0,125,90,50,10,120,135,75,0.8,1
BU04390202,Buurt     ,Purmerend                               ,75,35,40,5,15,30,15,5,15,50,10,55,40,5,10,1.3,124,10,10,0,0,0,,,,50,,,,0,45,95,25,5,25,30,25,,2
BU04390203,Buurt     ,Purmerend                               ,850,400,450,95,95,340,195,125,535,50,260,445,195,125,125,1.9,4773,50,30,20,30,10,,390,260,580,,40.5,16.7,0,20,30,15,0,15,20,5,0.9,1
BU04390204,Buurt     ,Purmerend                               ,5685,2815,2875,570,520,1245,1395,1950,4150,520,1010,2930,1405,835,685,1.9,5156,300,210,130,100,50,1080,1840,1120,2740,39.3,42.1,14.1,0,85,90,55,20,140,120,60,0.9,2
BU04390205,Buurt     ,Purmerend                               ,1105,595,505,140,120,300,310,230,820,55,225,370,105,125,140,2.3,1756,110,60,30,20,10,260,360,370,510,,29.2,20.5,0,10,10,15,5,30,25,15,1.1,3
WK043903  ,Wijk      ,Purmerend                               ,8110,3855,4260,1310,885,2165,1840,1915,4810,720,2580,4020,1745,975,1300,2.0,7182,670,390,260,140,70,1910,2710,1110,3760,33.4,51.0,7.9,0,115,70,80,10,135,125,75,0.8,1
BU04390301,Buurt     ,Purmerend                               ,2535,1165,1375,300,215,590,595,840,1645,210,680,1360,625,390,345,1.8,9015,150,70,50,40,20,600,810,360,1100,,54.2,6.7,0,25,15,25,5,35,30,20,0.8,1
BU04390302,Buurt     ,Purmerend                               ,5405,2610,2790,995,665,1490,1200,1055,3050,485,1870,2550,1060,550,940,2.1,9206,510,320,210,90,50,1290,1800,710,2540,33.3,50.0,8.6,0,80,55,55,5,95,90,50,0.8,1
BU04390303,Buurt     ,Purmerend                               ,175,80,90,15,5,85,45,20,120,20,30,105,55,35,20,1.6,659,10,0,0,10,0,,,,120,,33.3,4.8,,,,,,,,,0.9,1
WK043904  ,Wijk      ,Purmerend                               ,9860,4855,5010,1495,1040,2570,2560,2190,6840,695,2325,4515,1580,1380,1550,2.2,5258,800,420,260,210,70,2050,3190,2190,5140,39.2,35.1,17.6,0,165,140,110,40,275,220,130,1.0,1
BU04390401,Buurt     ,Purmerend                               ,3890,1955,1940,610,415,955,1005,905,2750,280,865,1760,590,560,615,2.2,4401,350,170,100,70,30,710,1200,940,2010,,31.7,18.4,0,65,60,45,10,105,70,45,1.0,2
BU04390402,Buurt     ,Purmerend                               ,5965,2900,3070,885,620,1620,1555,1290,4095,410,1460,2750,990,820,940,2.1,6023,450,250,170,130,50,1350,2000,1250,3140,38.5,37.3,17.1,0,100,80,65,30,165,150,85,1.0,1
WK043905  ,Wijk      ,Purmerend                               ,14670,7190,7485,2275,1535,3845,4100,2920,9570,1280,3825,6795,2415,1855,2520,2.2,2167,1210,660,500,230,100,3730,5480,2170,7680,36.6,40.6,14.1,5,420,455,180,60,365,270,200,1.1,2
BU04390501,Buurt     ,Purmerend                               ,4320,2075,2250,670,450,1205,1150,840,2435,360,1530,2220,1035,455,730,1.9,9720,360,200,140,70,30,1210,1510,640,2070,,56.2,8.0,0,65,70,50,5,70,75,55,0.8,2
BU04390502,Buurt     ,Purmerend                               ,2320,1145,1175,350,260,555,685,475,1605,175,540,995,270,330,395,2.3,4328,200,100,80,40,20,590,880,360,1280,,28.4,18.1,0,45,40,15,5,30,35,35,1.1,1
BU04390503,Buurt     ,Purmerend                               ,2590,1310,1275,420,240,680,715,530,1835,195,560,1140,325,375,440,2.3,5365,220,110,90,40,20,580,970,430,1440,,26.6,17.9,0,40,35,20,5,60,45,35,1.0,2
BU04390504,Buurt     ,Purmerend                               ,4890,2390,2500,745,505,1235,1405,1000,3430,310,1150,2165,655,650,860,2.3,6688,400,210,170,70,30,1220,1960,590,2580,,36.2,15.9,0,85,40,45,5,75,85,40,1.1,2
BU04390505,Buurt     ,Purmerend                               ,120,65,60,10,15,25,50,20,105,5,10,50,25,10,20,2.3,39,10,0,0,0,0,,,,70,,,,0,180,265,50,35,110,25,35,,4
BU04390506,Buurt     ,Purmerend                               ,430,205,230,80,65,135,100,55,160,235,30,220,110,35,75,1.9,285,40,30,10,0,0,,160,,240,,55.9,16.2,0,5,5,0,5,15,5,5,0.5,3
WK043906  ,Wijk      ,Purmerend                               ,12225,5960,6265,1720,1275,2590,3950,2690,9200,875,2150,5205,1350,1760,2095,2.3,2142,920,560,310,280,110,2190,4420,2680,6800,43.7,27.2,27.5,5,200,180,125,40,345,210,125,1.2,2
BU04390601,Buurt     ,Purmerend                               ,5145,2470,2675,715,515,1085,1610,1215,3835,360,945,2255,630,790,840,2.3,6346,390,240,120,110,40,910,1850,1140,2740,,29.3,25.0,5,65,70,55,15,145,85,55,1.1,2
BU04390602,Buurt     ,Purmerend                               ,6980,3445,3535,980,745,1495,2310,1445,5285,510,1185,2910,715,960,1240,2.4,6607,520,310,190,170,60,1260,2540,1510,4020,43.9,25.5,29.3,0,130,105,70,25,190,120,70,1.2,2
BU04390603,Buurt     ,Purmerend                               ,100,50,55,20,10,15,30,20,80,5,20,35,10,10,20,2.8,26,0,10,0,0,0,,,,50,,,,0,0,0,0,0,10,5,5,,4
WK043907  ,Wijk      ,Purmerend                               ,19715,9735,9980,3040,2690,4620,6190,3175,12945,1295,5475,8215,2455,2240,3520,2.4,6117,1590,1160,590,540,270,3830,6410,5050,11440,45.0,28.6,30.1,0,280,330,225,115,555,415,220,1.1,2
BU04390701,Buurt     ,Purmerend                               ,410,185,220,50,35,100,120,95,325,45,40,200,65,70,65,2.0,5236,20,10,10,10,0,90,140,,220,,37.0,14.5,0,20,5,0,0,10,5,5,1.0,2
BU04390702,Buurt     ,Purmerend                               ,3980,1950,2030,545,590,760,1420,660,2715,260,1010,1640,420,470,750,2.4,7700,290,200,130,130,60,680,1480,940,2360,,25.7,31.3,0,60,55,40,10,85,70,35,1.1,2
BU04390703,Buurt     ,Purmerend                               ,4540,2265,2275,710,670,1005,1505,650,2815,295,1430,1795,440,485,865,2.5,5070,350,270,160,120,80,920,1540,1100,2670,,22.8,31.6,0,55,65,45,30,145,105,50,1.1,2
BU04390704,Buurt     ,Purmerend                               ,5410,2665,2745,825,825,1110,1805,845,3575,370,1460,2135,625,525,990,2.5,6144,440,360,160,170,80,1020,1580,1540,3150,,28.6,35.5,0,75,110,55,40,150,130,60,1.1,2
BU04390705,Buurt     ,Purmerend                               ,5375,2670,2705,910,565,1640,1335,925,3515,325,1540,2440,900,695,850,2.2,6311,490,320,140,110,60,1160,1600,1430,3040,,34.1,24.7,0,70,90,75,35,165,105,75,0.9,1
WK043908  ,Wijk      ,Purmerend                               ,11630,5760,5870,2155,1145,2825,3245,2260,10005,610,1010,4660,1235,1460,1970,2.4,165,1190,690,260,230,90,1870,3750,2930,6480,52.0,25.6,35.2,190,295,245,120,110,460,245,170,1.3,4
BU04390801,Buurt     ,Purmerend                               ,5740,2845,2900,1015,550,1485,1565,1130,4810,370,565,2350,690,700,960,2.4,275,530,340,130,100,40,980,2040,1240,3110,,30.7,28.5,65,150,120,55,30,175,110,85,1.2,4
BU04390802,Buurt     ,Purmerend                               ,625,305,320,90,80,105,225,125,570,25,25,240,55,90,100,2.6,35,50,30,20,10,10,90,240,150,380,,18.8,47.1,45,20,20,10,5,30,15,15,1.7,5
BU04390803,Buurt     ,Purmerend                               ,775,395,380,125,85,150,255,160,710,35,35,310,75,115,125,2.5,42,80,40,20,20,0,120,250,210,470,,20.3,36.7,45,25,20,10,15,45,20,15,1.4,5
BU04390804,Buurt     ,Purmerend                               ,4485,2215,2270,915,430,1080,1205,845,3915,180,390,1760,410,560,785,2.5,340,520,280,90,100,40,670,1250,1320,2520,,20.6,42.3,40,100,85,45,60,205,105,55,1.3,3
GM0273    ,Gemeente  ,Putten                                  ,24978,12401,12577,4204,3106,5520,6711,5437,22491,966,1521,10135,2906,3376,3853,2.4,293,2260,1500,730,500,160,5640,7890,4520,13680,46.0,31.8,25.3,315,730,690,190,260,865,405,285,1.3,4
WK027300  ,Wijk      ,Putten                                  ,23130,11480,11650,3975,2875,5230,6100,4950,20775,910,1445,9410,2725,3085,3595,2.4,387,2120,1410,680,460,150,5270,7250,4130,12630,45.4,32.3,24.4,290,660,605,165,230,755,365,255,1.3,3
BU02730000,Buurt     ,Putten                                  ,1430,680,750,130,105,345,270,575,1290,70,65,810,420,260,130,1.7,3694,70,30,30,20,0,310,400,230,660,,50.9,11.0,0,40,135,5,20,50,40,35,1.1,2
BU02730001,Buurt     ,Putten                                  ,6230,3080,3150,1000,755,1330,1585,1560,5585,190,450,2555,725,875,955,2.4,4029,520,380,220,100,40,1510,2000,920,3200,42.8,35.6,20.4,15,155,90,35,45,165,70,60,1.2,3
BU02730002,Buurt     ,Putten                                  ,2720,1355,1365,365,320,490,735,810,2355,205,160,1180,360,450,375,2.3,1662,210,150,60,50,30,630,650,630,1340,,31.4,28.1,0,50,45,25,40,95,55,30,1.2,4
BU02730003,Buurt     ,Putten                                  ,3320,1615,1705,535,425,700,875,790,2875,125,320,1395,420,460,515,2.3,5270,290,180,130,60,20,960,1120,380,1740,,37.7,15.8,5,75,30,20,10,55,50,25,1.2,3
BU02730004,Buurt     ,Putten                                  ,4385,2180,2205,920,605,1130,1240,490,3975,150,265,1620,390,450,780,2.7,3343,480,330,130,120,40,870,1410,960,2640,,24.3,29.5,5,105,95,35,25,135,75,45,1.3,4
BU02730005,Buurt     ,Putten                                  ,355,180,170,65,45,55,105,80,335,5,10,120,20,45,50,2.9,36,30,30,10,10,0,,110,100,190,,24.6,40.2,30,15,5,5,5,5,10,5,1.8,5
BU02730006,Buurt     ,Putten                                  ,1465,750,720,265,220,305,450,225,1380,55,35,515,110,170,240,2.8,132,150,100,40,40,10,400,480,210,910,,24.6,38.1,100,110,95,20,35,95,30,25,1.5,5
BU02730007,Buurt     ,Putten                                  ,420,225,200,70,65,55,135,90,395,15,15,155,25,70,60,2.7,42,50,20,20,10,0,,190,70,250,,19.6,39.9,30,10,25,5,5,25,5,5,1.7,5
BU02730008,Buurt     ,Putten                                  ,2425,1225,1205,565,275,740,580,270,2230,85,110,915,225,260,425,2.7,222,290,160,40,50,10,410,780,550,1470,,22.1,32.2,60,95,70,20,40,105,30,25,1.4,5
BU02730009,Buurt     ,Putten                                  ,380,195,180,60,55,75,125,55,350,10,15,130,30,35,60,2.8,31,30,30,10,10,0,90,,,230,,27.8,42.1,40,15,20,0,5,20,5,5,1.3,5
WK027301  ,Wijk      ,Putten                                  ,1850,920,930,230,230,290,610,490,1715,60,75,725,175,290,255,2.4,73,140,90,50,40,20,370,640,380,1050,,24.8,36.0,25,70,85,25,30,110,40,30,1.7,5
BU02730100,Buurt     ,Putten                                  ,305,160,140,50,25,60,95,80,275,10,25,125,35,45,40,2.4,250,30,20,0,0,0,50,90,90,170,,22.0,30.9,5,15,10,5,5,15,10,5,1.2,5
BU02730108,Buurt     ,Putten                                  ,1460,710,750,180,195,220,480,380,1375,45,45,570,135,235,205,2.5,188,110,70,50,30,10,300,550,250,830,,25.4,36.5,20,60,70,20,30,90,30,20,1.7,5
BU02730109,Buurt     ,Putten                                  ,85,45,35,0,10,5,35,35,70,5,10,35,10,15,10,2.1,5,0,0,0,10,0,,,,50,,,,,,,,,,,,,5
GM0177    ,Gemeente  ,Raalte                                  ,38364,19253,19111,5784,4318,8139,10727,9396,34975,1298,2091,16305,4941,5632,5732,2.3,224,3250,1930,1160,890,160,6820,13720,7800,21170,42.5,32.6,22.0,560,595,795,225,230,900,745,445,1.3,4
WK017701  ,Wijk      ,Raalte                                  ,19995,9885,10105,3225,2115,4455,5270,4930,17790,625,1580,8585,2765,2860,2950,2.3,478,1810,1090,590,430,80,3770,6930,3800,10460,40.2,36.0,19.5,125,285,440,105,120,435,390,220,1.2,4
BU01770101,Buurt     ,Raalte                                  ,865,400,460,35,65,185,205,380,775,30,55,605,410,155,45,1.4,3430,20,10,10,10,0,150,290,,400,,62.4,5.6,0,10,100,5,20,25,20,30,0.8,3
BU01770102,Buurt     ,Raalte                                  ,1545,730,815,195,125,315,375,540,1410,40,95,740,335,215,195,1.9,4011,110,60,30,30,10,240,510,270,680,,53.6,12.4,0,10,20,10,5,30,45,20,1.0,3
BU01770103,Buurt     ,Raalte                                  ,365,165,195,20,25,25,70,220,340,15,5,165,60,75,25,1.9,1057,20,10,0,10,0,,,,110,,37.2,17.7,0,5,5,0,5,15,5,0,1.2,3
BU01770104,Buurt     ,Raalte                                  ,1290,595,695,130,95,235,285,545,1110,70,110,605,235,240,130,2.0,3434,70,40,30,20,0,280,420,,520,,48.8,8.4,0,15,25,0,10,20,25,15,1.0,2
BU01770105,Buurt     ,Raalte                                  ,1515,755,765,260,150,395,375,345,1055,65,395,700,260,200,235,2.1,4698,150,70,50,30,0,440,430,220,670,,52.7,8.3,0,10,20,10,5,20,20,10,0.9,3
BU01770106,Buurt     ,Raalte                                  ,1725,855,870,310,175,390,400,445,1485,60,185,745,235,265,250,2.3,3967,160,120,50,30,10,390,550,300,870,,35.2,14.7,0,20,20,5,5,25,30,5,1.1,3
BU01770107,Buurt     ,Raalte                                  ,1870,905,965,320,215,460,465,410,1525,80,265,820,260,265,295,2.3,4529,180,110,60,30,10,420,720,210,940,,41.7,10.5,0,20,15,10,0,25,20,15,1.1,3
BU01770108,Buurt     ,Raalte                                  ,1230,610,620,190,120,230,330,365,1095,40,95,520,110,230,175,2.4,2835,100,60,40,20,0,240,400,270,590,,23.3,17.7,0,10,20,5,5,25,15,15,1.2,4
BU01770109,Buurt     ,Raalte                                  ,35,20,20,5,10,5,10,5,35,5,0,10,0,5,5,2.8,62,0,10,0,0,0,,,,20,,,,,,,,,,,,,4
BU01770110,Buurt     ,Raalte                                  ,895,440,455,135,85,205,265,210,835,25,35,395,125,140,135,2.2,1764,60,50,30,20,0,180,320,,500,,35.5,20.4,0,25,20,5,5,25,5,10,1.2,3
BU01770111,Buurt     ,Raalte                                  ,2125,1065,1060,330,265,490,570,460,1905,65,160,930,275,335,320,2.3,4174,170,110,70,50,10,380,910,370,1220,,32.3,17.0,0,15,20,5,5,35,25,20,1.2,4
BU01770112,Buurt     ,Raalte                                  ,1585,800,785,220,160,335,530,345,1520,30,45,630,130,265,235,2.4,3528,130,70,40,40,10,230,630,420,900,,15.2,27.0,0,15,15,5,10,20,40,15,1.3,4
BU01770113,Buurt     ,Raalte                                  ,1960,1000,965,365,285,435,590,295,1855,35,70,715,175,200,340,2.6,2993,210,150,70,60,10,330,710,500,1190,,23.8,34.0,0,10,15,15,10,55,60,15,1.3,4
BU01770114,Buurt     ,Raalte                                  ,850,430,415,320,60,325,125,25,805,15,25,245,25,40,185,3.4,4273,200,80,20,10,0,90,,,480,,8.0,44.6,0,5,5,5,0,10,5,10,1.4,4
BU01770115,Buurt     ,Raalte                                  ,445,220,220,155,45,125,105,15,425,5,10,115,0,15,105,3.8,1066,100,40,10,20,0,,,,260,,0.9,75.2,0,5,0,5,0,15,10,5,1.6,5
BU01770116,Buurt     ,Raalte                                  ,165,80,80,20,20,35,55,35,145,15,10,65,15,25,25,2.5,154,10,10,10,10,0,,,,110,,,,5,40,65,10,15,30,10,10,,4
BU01770117,Buurt     ,Raalte                                  ,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,2.0,,0,0,0,0,0,,,,0,,,,0,35,40,5,5,15,0,0,,5
BU01770119,Buurt     ,Raalte                                  ,1530,805,725,210,235,275,530,280,1470,30,25,565,110,200,255,2.7,45,120,100,60,60,10,300,600,320,1000,,21.5,42.2,110,40,30,5,15,45,40,25,1.7,5
WK017702  ,Wijk      ,Raalte                                  ,2260,1170,1095,315,320,460,675,490,2195,30,35,905,215,335,360,2.5,99,180,100,90,70,10,410,900,480,1420,,26.4,29.1,85,35,40,5,15,50,50,25,1.5,5
BU01770201,Buurt     ,Raalte                                  ,1370,710,660,200,175,305,360,325,1330,20,15,570,145,205,215,2.4,2027,120,60,40,40,10,210,540,300,810,,29.3,25.7,5,25,20,5,10,25,30,10,1.5,5
BU01770209,Buurt     ,Raalte                                  ,895,460,440,110,145,150,310,170,865,15,15,340,65,130,140,2.7,40,60,40,40,30,0,200,360,180,610,,21.4,34.8,80,15,20,5,5,25,25,15,1.6,5
WK017703  ,Wijk      ,Raalte                                  ,1490,780,710,210,185,305,470,320,1445,25,20,595,130,215,240,2.5,97,130,60,60,50,10,270,590,260,900,,22.8,29.8,60,35,35,10,10,30,25,15,1.4,5
BU01770301,Buurt     ,Raalte                                  ,785,395,385,130,90,185,205,175,750,15,10,315,70,125,120,2.5,1817,80,40,30,20,0,150,280,150,450,,23.5,22.5,0,20,15,5,5,20,10,10,1.4,5
BU01770309,Buurt     ,Raalte                                  ,710,380,330,85,100,120,260,150,690,10,5,280,65,95,120,2.6,47,50,30,30,30,0,120,310,,450,,22.1,38.0,60,15,25,5,5,10,15,10,1.5,5
WK017704  ,Wijk      ,Raalte                                  ,1285,665,620,180,170,300,385,250,1140,120,25,535,145,180,210,2.4,122,100,60,30,40,10,230,550,210,790,,32.5,23.6,25,30,25,10,5,25,25,15,1.4,5
BU01770401,Buurt     ,Raalte                                  ,750,380,360,100,95,170,235,150,710,25,15,315,80,120,120,2.4,2372,60,30,20,20,0,150,310,,480,,29.4,21.2,0,20,15,5,0,15,15,10,1.5,5
BU01770409,Buurt     ,Raalte                                  ,535,280,260,85,75,125,150,100,430,95,15,225,70,60,95,2.4,53,40,30,10,10,0,70,240,90,320,,36.9,27.0,25,10,10,5,0,10,10,5,1.2,5
WK017705  ,Wijk      ,Raalte                                  ,3780,1925,1855,525,435,745,1140,935,3505,165,105,1585,445,580,555,2.4,114,290,170,110,80,10,660,1390,810,2220,,29.5,23.3,115,70,65,15,20,100,70,50,1.4,5
BU01770501,Buurt     ,Raalte                                  ,2490,1250,1240,345,265,510,690,675,2265,135,85,1090,335,410,345,2.2,2050,200,110,70,50,0,440,870,520,1370,,33.5,17.4,5,45,45,10,10,50,40,30,1.3,5
BU01770509,Buurt     ,Raalte                                  ,1290,680,610,180,170,235,445,255,1240,30,25,490,110,170,210,2.6,40,90,60,40,30,0,220,530,290,850,,20.7,36.4,110,25,20,5,10,45,30,20,1.6,5
WK017706  ,Wijk      ,Raalte                                  ,1190,620,575,180,135,255,360,260,1145,15,30,475,105,180,185,2.5,109,100,60,40,30,10,200,460,270,720,,21.7,30.8,50,25,20,5,5,25,25,15,1.5,5
BU01770601,Buurt     ,Raalte                                  ,755,380,370,125,75,180,195,175,720,10,20,310,75,120,115,2.4,2577,80,30,20,10,0,120,280,,440,,23.9,25.2,5,10,15,5,0,10,15,10,1.5,5
BU01770609,Buurt     ,Raalte                                  ,440,235,205,50,60,75,170,85,420,10,10,165,35,65,65,2.6,41,30,30,10,10,0,80,180,,270,,17.7,41.5,45,15,5,0,5,10,10,5,1.6,5
WK017707  ,Wijk      ,Raalte                                  ,7240,3630,3615,985,800,1400,2035,2020,6700,285,255,3185,1020,1115,1060,2.2,330,550,320,200,180,40,1070,2480,1670,3920,41.6,31.9,22.0,65,100,135,55,45,205,125,85,1.3,4
BU01770701,Buurt     ,Raalte                                  ,1230,600,630,140,115,270,270,440,1120,80,30,650,310,190,150,1.9,2925,70,50,30,40,0,150,450,180,570,,50.8,13.5,0,10,50,5,10,40,30,20,1.0,4
BU01770702,Buurt     ,Raalte                                  ,1530,760,765,225,170,315,400,415,1435,45,45,675,205,240,230,2.3,3503,130,70,40,30,10,260,480,300,820,,31.1,16.9,0,15,15,10,5,30,25,10,1.3,4
BU01770703,Buurt     ,Raalte                                  ,1765,860,905,210,170,290,450,640,1640,55,70,770,235,310,230,2.2,3944,120,60,40,40,10,260,540,430,850,,27.8,17.4,0,10,10,10,0,35,15,10,1.3,4
BU01770704,Buurt     ,Raalte                                  ,985,505,485,180,140,205,300,150,935,20,35,365,80,100,185,2.7,3394,100,70,40,30,10,150,360,250,600,,20.7,37.6,0,15,5,5,5,25,15,10,1.4,5
BU01770705,Buurt     ,Raalte                                  ,90,55,40,5,10,10,45,15,80,0,5,40,5,20,15,2.5,229,0,10,10,0,0,,,,70,,,,0,20,35,5,5,15,5,5,,4
BU01770709,Buurt     ,Raalte                                  ,1640,855,785,220,190,305,565,360,1485,80,70,690,190,255,240,2.4,82,130,70,40,40,10,220,630,450,1010,,26.2,31.1,60,30,25,20,15,65,30,25,1.4,5
WK017708  ,Wijk      ,Raalte                                  ,460,235,220,80,50,100,160,65,420,10,20,190,50,70,65,2.4,100,40,30,20,10,0,100,190,,310,,22.9,24.5,10,10,15,10,0,10,15,5,1.5,5
BU01770801,Buurt     ,Raalte                                  ,275,145,130,35,30,60,95,50,245,5,25,125,35,45,40,2.2,2035,20,10,10,10,0,,,,190,,25.2,20.3,0,5,5,10,0,5,10,0,1.4,5
BU01770809,Buurt     ,Raalte                                  ,180,90,95,45,15,40,65,20,175,5,5,65,10,25,25,2.8,41,20,20,10,0,0,40,60,,110,,,,10,5,10,0,0,5,5,5,1.8,5
WK017709  ,Wijk      ,Raalte                                  ,660,345,315,90,110,120,230,120,630,20,15,260,60,95,100,2.6,68,50,40,30,20,10,110,240,220,440,,20.7,36.7,20,5,15,5,5,20,20,5,1.6,5
BU01770901,Buurt     ,Raalte                                  ,430,220,215,65,75,85,145,70,405,15,10,160,30,60,70,2.7,1799,30,30,20,20,10,,160,,280,,19.4,33.8,5,5,5,5,5,10,15,5,1.6,5
BU01770909,Buurt     ,Raalte                                  ,235,130,100,25,30,35,90,55,225,5,0,95,30,35,30,2.4,25,20,10,10,10,0,,90,90,160,,,,20,5,5,0,5,10,5,5,1.7,5
GM0703    ,Gemeente  ,Reimerswaal                             ,23325,11772,11553,4615,3016,5837,5686,4171,19232,2587,1506,9456,3069,2802,3585,2.4,229,2450,1430,840,380,50,5460,8520,2760,12870,42.5,34.5,19.8,320,695,570,220,175,505,285,215,1.3,4
WK070300  ,Wijk      ,Reimerswaal                             ,7140,3545,3595,1295,905,1825,1805,1310,5915,800,425,2970,965,920,1085,2.4,533,690,400,250,110,20,1810,2720,690,4100,46.8,34.1,20.8,130,225,215,70,75,185,70,75,1.3,4
BU07030000,Buurt     ,Reimerswaal                             ,2915,1445,1460,500,340,880,740,450,2305,415,185,1355,550,375,425,2.2,3357,260,120,90,30,10,770,1110,300,1720,,39.6,14.1,35,95,95,35,15,60,30,40,1.1,4
BU07030001,Buurt     ,Reimerswaal                             ,2105,1015,1090,410,260,480,440,505,1675,285,145,820,245,245,330,2.5,2113,230,120,70,40,10,530,720,,1080,,36.7,18.7,25,55,30,15,15,45,20,15,1.2,4
BU07030002,Buurt     ,Reimerswaal                             ,1760,905,860,340,255,405,515,245,1600,75,85,645,135,230,285,2.7,2390,180,130,80,40,0,400,750,180,1080,,21.9,33.3,30,35,35,15,25,50,15,20,1.4,4
BU07030006,Buurt     ,Reimerswaal                             ,235,120,120,25,25,40,70,80,220,15,0,110,35,45,25,2.2,212,10,10,10,0,0,80,70,,140,,27.3,28.2,20,35,40,5,15,25,0,0,,5
BU07030009,Buurt     ,Reimerswaal                             ,125,65,60,15,25,20,40,30,120,5,5,45,5,25,20,2.8,13,0,10,10,0,0,,,,90,,,,15,5,15,5,5,0,5,0,,5
WK070301  ,Wijk      ,Reimerswaal                             ,4900,2505,2390,1095,635,1250,1075,845,4120,510,270,1915,600,590,715,2.5,351,590,330,150,70,10,1040,1760,610,2560,,34.3,19.8,55,140,100,40,55,115,55,45,1.2,5
BU07030100,Buurt     ,Reimerswaal                             ,1970,1005,965,405,240,560,410,360,1590,255,125,875,355,260,265,2.2,3673,200,120,50,30,0,460,710,220,1010,,45.3,11.4,10,50,25,10,5,30,35,15,1.1,4
BU07030101,Buurt     ,Reimerswaal                             ,1770,900,870,400,255,385,430,300,1480,195,100,655,180,195,275,2.7,4470,210,140,60,30,10,400,660,190,940,,30.5,22.5,10,45,15,10,10,35,10,10,1.3,4
BU07030102,Buurt     ,Reimerswaal                             ,770,405,370,215,65,215,145,135,690,40,35,270,35,110,125,2.9,2609,120,40,20,10,0,90,250,160,380,,11.4,29.5,5,15,10,10,5,20,10,5,1.5,5
BU07030106,Buurt     ,Reimerswaal                             ,10,5,5,0,5,5,0,0,10,5,0,0,0,0,5,3.3,14,0,0,0,0,0,,,,0,,,,0,20,15,5,15,10,0,0,,5
BU07030109,Buurt     ,Reimerswaal                             ,370,195,180,75,65,85,90,50,350,20,0,115,30,25,55,3.2,31,50,30,20,10,0,,,,220,,23.2,46.4,35,10,30,5,15,20,5,10,1.5,5
WK070302  ,Wijk      ,Reimerswaal                             ,4510,2250,2255,995,640,1095,1015,765,3885,300,325,1655,470,450,735,2.7,403,550,300,200,80,10,1060,1530,490,2410,,30.8,21.2,20,125,105,30,15,65,50,30,1.3,5
BU07030200,Buurt     ,Reimerswaal                             ,2020,985,1035,435,245,535,415,395,1710,165,145,785,260,210,305,2.5,4047,230,120,80,30,10,510,670,180,1040,,35.7,15.6,0,50,50,10,5,25,20,20,1.1,4
BU07030201,Buurt     ,Reimerswaal                             ,805,430,375,185,110,200,195,115,760,30,20,285,60,90,140,2.8,2581,100,50,30,20,0,140,320,100,460,,16.4,25.5,5,30,15,10,5,10,5,0,1.4,5
