woon_corop,woon_name,werk_corop,werk_name,jobs
CR27,Delft en Westland (CR),CR07,Noord-Drenthe (CR),0.0
CR27,Delft en Westland (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR27,Delft en Westland (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR27,Delft en Westland (CR),CR10,Noord-Overijssel (CR),0.0
CR27,Delft en Westland (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR27,Delft en Westland (CR),CR12,Twente (CR),0.1
CR27,Delft en Westland (CR),CR13,Veluwe (CR),0.3
CR27,Delft en Westland (CR),CR14,Achterhoek (CR),0.1
CR27,Delft en Westland (CR),CR15,Arnhem/Nijmegen (CR),0.2
CR27,Delft en Westland (CR),CR16,Zuidwest-Gelderland (CR),0.1
CR27,Delft en Westland (CR),CR17,Utrecht (CR),4.9
CR27,Delft en Westland (CR),CR18,Kop van Noord-Holland (CR),0.1
CR27,Delft en Westland (CR),CR19,Alkmaar en omgeving (CR),0.1
CR27,Delft en Westland (CR),CR20,IJmond (CR),0.1
CR27,Delft en Westland (CR),CR21,Agglomeratie Haarlem (CR),0.2
CR27,Delft en Westland (CR),CR22,Zaanstreek (CR),0.0
CR27,Delft en Westland (CR),CR23,Groot-Amsterdam (CR),3.3
CR27,Delft en Westland (CR),CR24,Het Gooi en Vechtstreek (CR),0.1
CR27,Delft en Westland (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),2.9
CR27,Delft en Westland (CR),CR26,Agglomeratie 's-Gravenhage (CR),24.8
CR27,Delft en Westland (CR),CR27,Delft en Westland (CR),56.9
CR27,Delft en Westland (CR),CR28,Oost-Zuid-Holland (CR),1.3
CR27,Delft en Westland (CR),CR29,Groot-Rijnmond (CR),15.2
CR27,Delft en Westland (CR),CR30,Zuidoost-Zuid-Holland (CR),1.0
CR27,Delft en Westland (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR27,Delft en Westland (CR),CR32,Overig Zeeland (CR),0.2
CR27,Delft en Westland (CR),CR33,West-Noord-Brabant (CR),1.0
CR27,Delft en Westland (CR),CR34,Midden-Noord-Brabant (CR),0.5
CR27,Delft en Westland (CR),CR35,Noordoost-Noord-Brabant (CR),0.3
CR27,Delft en Westland (CR),CR36,Zuidoost-Noord-Brabant (CR),0.4
CR27,Delft en Westland (CR),CR37,Noord-Limburg (CR),0.1
CR27,Delft en Westland (CR),CR38,Midden-Limburg (CR),0.0
CR27,Delft en Westland (CR),CR39,Zuid-Limburg (CR),0.1
CR27,Delft en Westland (CR),CR40,Flevoland (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR01,Oost-Groningen (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR02,Delfzijl en omgeving (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR03,Overig Groningen (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR04,Noord-Friesland (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR05,Zuidwest-Friesland (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR06,Zuidoost-Friesland (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR07,Noord-Drenthe (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR10,Noord-Overijssel (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR12,Twente (CR),0.2
CR28,Oost-Zuid-Holland (CR),CR13,Veluwe (CR),0.6
CR28,Oost-Zuid-Holland (CR),CR14,Achterhoek (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR15,Arnhem/Nijmegen (CR),0.4
CR28,Oost-Zuid-Holland (CR),CR16,Zuidwest-Gelderland (CR),0.4
CR28,Oost-Zuid-Holland (CR),CR17,Utrecht (CR),19.3
CR28,Oost-Zuid-Holland (CR),CR18,Kop van Noord-Holland (CR),0.2
CR28,Oost-Zuid-Holland (CR),CR19,Alkmaar en omgeving (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR20,IJmond (CR),0.2
CR28,Oost-Zuid-Holland (CR),CR21,Agglomeratie Haarlem (CR),0.5
CR28,Oost-Zuid-Holland (CR),CR22,Zaanstreek (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR23,Groot-Amsterdam (CR),12.7
CR28,Oost-Zuid-Holland (CR),CR24,Het Gooi en Vechtstreek (CR),0.6
CR28,Oost-Zuid-Holland (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),11.6
CR28,Oost-Zuid-Holland (CR),CR26,Agglomeratie 's-Gravenhage (CR),14.3
CR28,Oost-Zuid-Holland (CR),CR27,Delft en Westland (CR),2.0
CR28,Oost-Zuid-Holland (CR),CR28,Oost-Zuid-Holland (CR),72.5
CR28,Oost-Zuid-Holland (CR),CR29,Groot-Rijnmond (CR),21.8
CR28,Oost-Zuid-Holland (CR),CR30,Zuidoost-Zuid-Holland (CR),3.3
CR28,Oost-Zuid-Holland (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR32,Overig Zeeland (CR),0.2
CR28,Oost-Zuid-Holland (CR),CR33,West-Noord-Brabant (CR),0.8
CR28,Oost-Zuid-Holland (CR),CR34,Midden-Noord-Brabant (CR),0.6
CR28,Oost-Zuid-Holland (CR),CR35,Noordoost-Noord-Brabant (CR),0.6
CR28,Oost-Zuid-Holland (CR),CR36,Zuidoost-Noord-Brabant (CR),0.6
CR28,Oost-Zuid-Holland (CR),CR37,Noord-Limburg (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR38,Midden-Limburg (CR),0.0
CR28,Oost-Zuid-Holland (CR),CR39,Zuid-Limburg (CR),0.1
CR28,Oost-Zuid-Holland (CR),CR40,Flevoland (CR),0.3
CR29,Groot-Rijnmond (CR),CR01,Oost-Groningen (CR),0.0
CR29,Groot-Rijnmond (CR),CR02,Delfzijl en omgeving (CR),0.1
CR29,Groot-Rijnmond (CR),CR03,Overig Groningen (CR),0.2
CR29,Groot-Rijnmond (CR),CR04,Noord-Friesland (CR),0.1
CR29,Groot-Rijnmond (CR),CR05,Zuidwest-Friesland (CR),0.1
CR29,Groot-Rijnmond (CR),CR06,Zuidoost-Friesland (CR),0.1
CR29,Groot-Rijnmond (CR),CR07,Noord-Drenthe (CR),0.1
CR29,Groot-Rijnmond (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR29,Groot-Rijnmond (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR29,Groot-Rijnmond (CR),CR10,Noord-Overijssel (CR),0.4
CR29,Groot-Rijnmond (CR),CR11,Zuidwest-Overijssel (CR),0.1
CR29,Groot-Rijnmond (CR),CR12,Twente (CR),0.4
CR29,Groot-Rijnmond (CR),CR13,Veluwe (CR),1.4
CR29,Groot-Rijnmond (CR),CR14,Achterhoek (CR),0.2
CR29,Groot-Rijnmond (CR),CR15,Arnhem/Nijmegen (CR),1.5
CR29,Groot-Rijnmond (CR),CR16,Zuidwest-Gelderland (CR),1.0
CR29,Groot-Rijnmond (CR),CR17,Utrecht (CR),28.8
CR29,Groot-Rijnmond (CR),CR18,Kop van Noord-Holland (CR),0.4
CR29,Groot-Rijnmond (CR),CR19,Alkmaar en omgeving (CR),0.4
CR29,Groot-Rijnmond (CR),CR20,IJmond (CR),0.3
CR29,Groot-Rijnmond (CR),CR21,Agglomeratie Haarlem (CR),0.5
CR29,Groot-Rijnmond (CR),CR22,Zaanstreek (CR),0.3
CR29,Groot-Rijnmond (CR),CR23,Groot-Amsterdam (CR),19.0
CR29,Groot-Rijnmond (CR),CR24,Het Gooi en Vechtstreek (CR),1.1
CR29,Groot-Rijnmond (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),8.4
CR29,Groot-Rijnmond (CR),CR26,Agglomeratie 's-Gravenhage (CR),47.8
CR29,Groot-Rijnmond (CR),CR27,Delft en Westland (CR),26.0
CR29,Groot-Rijnmond (CR),CR28,Oost-Zuid-Holland (CR),17.7
CR29,Groot-Rijnmond (CR),CR29,Groot-Rijnmond (CR),455.3
CR29,Groot-Rijnmond (CR),CR30,Zuidoost-Zuid-Holland (CR),28.4
CR29,Groot-Rijnmond (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.8
CR29,Groot-Rijnmond (CR),CR32,Overig Zeeland (CR),3.5
CR29,Groot-Rijnmond (CR),CR33,West-Noord-Brabant (CR),10.4
CR29,Groot-Rijnmond (CR),CR34,Midden-Noord-Brabant (CR),2.7
CR29,Groot-Rijnmond (CR),CR35,Noordoost-Noord-Brabant (CR),2.6
CR29,Groot-Rijnmond (CR),CR36,Zuidoost-Noord-Brabant (CR),2.7
CR29,Groot-Rijnmond (CR),CR37,Noord-Limburg (CR),0.2
CR29,Groot-Rijnmond (CR),CR38,Midden-Limburg (CR),0.3
CR29,Groot-Rijnmond (CR),CR39,Zuid-Limburg (CR),0.6
CR29,Groot-Rijnmond (CR),CR40,Flevoland (CR),0.6
CR30,Zuidoost-Zuid-Holland (CR),CR01,Oost-Groningen (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR02,Delfzijl en omgeving (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR03,Overig Groningen (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR04,Noord-Friesland (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR05,Zuidwest-Friesland (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR06,Zuidoost-Friesland (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR07,Noord-Drenthe (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR09,Zuidwest-Drenthe (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR10,Noord-Overijssel (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR12,Twente (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR13,Veluwe (CR),0.6
CR30,Zuidoost-Zuid-Holland (CR),CR14,Achterhoek (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR15,Arnhem/Nijmegen (CR),0.4
CR30,Zuidoost-Zuid-Holland (CR),CR16,Zuidwest-Gelderland (CR),2.0
CR30,Zuidoost-Zuid-Holland (CR),CR17,Utrecht (CR),12.4
CR30,Zuidoost-Zuid-Holland (CR),CR18,Kop van Noord-Holland (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR19,Alkmaar en omgeving (CR),0.0
CR30,Zuidoost-Zuid-Holland (CR),CR20,IJmond (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR21,Agglomeratie Haarlem (CR),0.2
CR30,Zuidoost-Zuid-Holland (CR),CR22,Zaanstreek (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR23,Groot-Amsterdam (CR),2.8
CR30,Zuidoost-Zuid-Holland (CR),CR24,Het Gooi en Vechtstreek (CR),0.4
CR30,Zuidoost-Zuid-Holland (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),1.6
CR30,Zuidoost-Zuid-Holland (CR),CR26,Agglomeratie 's-Gravenhage (CR),5.2
CR30,Zuidoost-Zuid-Holland (CR),CR27,Delft en Westland (CR),1.6
CR30,Zuidoost-Zuid-Holland (CR),CR28,Oost-Zuid-Holland (CR),4.0
CR30,Zuidoost-Zuid-Holland (CR),CR29,Groot-Rijnmond (CR),38.5
CR30,Zuidoost-Zuid-Holland (CR),CR30,Zuidoost-Zuid-Holland (CR),94.5
CR30,Zuidoost-Zuid-Holland (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR32,Overig Zeeland (CR),0.5
CR30,Zuidoost-Zuid-Holland (CR),CR33,West-Noord-Brabant (CR),5.2
CR30,Zuidoost-Zuid-Holland (CR),CR34,Midden-Noord-Brabant (CR),2.7
CR30,Zuidoost-Zuid-Holland (CR),CR35,Noordoost-Noord-Brabant (CR),1.0
CR30,Zuidoost-Zuid-Holland (CR),CR36,Zuidoost-Noord-Brabant (CR),0.8
CR30,Zuidoost-Zuid-Holland (CR),CR37,Noord-Limburg (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR38,Midden-Limburg (CR),0.1
CR30,Zuidoost-Zuid-Holland (CR),CR39,Zuid-Limburg (CR),0.2
CR30,Zuidoost-Zuid-Holland (CR),CR40,Flevoland (CR),0.2
CR31,Zeeuwsch-Vlaanderen (CR),CR01,Oost-Groningen (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR02,Delfzijl en omgeving (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR03,Overig Groningen (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR04,Noord-Friesland (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR05,Zuidwest-Friesland (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR06,Zuidoost-Friesland (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR07,Noord-Drenthe (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR09,Zuidwest-Drenthe (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR10,Noord-Overijssel (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR12,Twente (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR13,Veluwe (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR14,Achterhoek (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR15,Arnhem/Nijmegen (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR16,Zuidwest-Gelderland (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR17,Utrecht (CR),0.4
CR31,Zeeuwsch-Vlaanderen (CR),CR18,Kop van Noord-Holland (CR),0.1
CR31,Zeeuwsch-Vlaanderen (CR),CR19,Alkmaar en omgeving (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR20,IJmond (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR21,Agglomeratie Haarlem (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR22,Zaanstreek (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR23,Groot-Amsterdam (CR),0.3
CR31,Zeeuwsch-Vlaanderen (CR),CR24,Het Gooi en Vechtstreek (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.2
CR31,Zeeuwsch-Vlaanderen (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.6
CR31,Zeeuwsch-Vlaanderen (CR),CR27,Delft en Westland (CR),0.3
CR31,Zeeuwsch-Vlaanderen (CR),CR28,Oost-Zuid-Holland (CR),0.1
CR31,Zeeuwsch-Vlaanderen (CR),CR29,Groot-Rijnmond (CR),3.1
CR31,Zeeuwsch-Vlaanderen (CR),CR30,Zuidoost-Zuid-Holland (CR),0.6
CR31,Zeeuwsch-Vlaanderen (CR),CR31,Zeeuwsch-Vlaanderen (CR),30.5
CR31,Zeeuwsch-Vlaanderen (CR),CR32,Overig Zeeland (CR),3.5
CR31,Zeeuwsch-Vlaanderen (CR),CR33,West-Noord-Brabant (CR),0.9
CR31,Zeeuwsch-Vlaanderen (CR),CR34,Midden-Noord-Brabant (CR),0.2
CR31,Zeeuwsch-Vlaanderen (CR),CR35,Noordoost-Noord-Brabant (CR),0.2
CR31,Zeeuwsch-Vlaanderen (CR),CR36,Zuidoost-Noord-Brabant (CR),0.1
CR31,Zeeuwsch-Vlaanderen (CR),CR37,Noord-Limburg (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR38,Midden-Limburg (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR39,Zuid-Limburg (CR),0.0
CR31,Zeeuwsch-Vlaanderen (CR),CR40,Flevoland (CR),0.0
CR32,Overig Zeeland (CR),CR01,Oost-Groningen (CR),0.0
CR32,Overig Zeeland (CR),CR02,Delfzijl en omgeving (CR),0.0
CR32,Overig Zeeland (CR),CR03,Overig Groningen (CR),0.0
CR32,Overig Zeeland (CR),CR04,Noord-Friesland (CR),0.0
CR32,Overig Zeeland (CR),CR05,Zuidwest-Friesland (CR),0.0
CR32,Overig Zeeland (CR),CR06,Zuidoost-Friesland (CR),0.0
CR32,Overig Zeeland (CR),CR07,Noord-Drenthe (CR),0.0
CR32,Overig Zeeland (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR32,Overig Zeeland (CR),CR09,Zuidwest-Drenthe (CR),0.0
CR32,Overig Zeeland (CR),CR10,Noord-Overijssel (CR),0.0
CR32,Overig Zeeland (CR),CR11,Zuidwest-Overijssel (CR),0.0
CR32,Overig Zeeland (CR),CR12,Twente (CR),0.0
CR32,Overig Zeeland (CR),CR13,Veluwe (CR),0.2
CR32,Overig Zeeland (CR),CR14,Achterhoek (CR),0.0
CR32,Overig Zeeland (CR),CR15,Arnhem/Nijmegen (CR),0.1
CR32,Overig Zeeland (CR),CR16,Zuidwest-Gelderland (CR),0.2
CR32,Overig Zeeland (CR),CR17,Utrecht (CR),1.5
CR32,Overig Zeeland (CR),CR18,Kop van Noord-Holland (CR),0.2
CR32,Overig Zeeland (CR),CR19,Alkmaar en omgeving (CR),0.1
CR32,Overig Zeeland (CR),CR20,IJmond (CR),0.2
CR32,Overig Zeeland (CR),CR21,Agglomeratie Haarlem (CR),0.0
CR32,Overig Zeeland (CR),CR22,Zaanstreek (CR),0.0
CR32,Overig Zeeland (CR),CR23,Groot-Amsterdam (CR),1.1
CR32,Overig Zeeland (CR),CR24,Het Gooi en Vechtstreek (CR),0.1
CR32,Overig Zeeland (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.5
CR32,Overig Zeeland (CR),CR26,Agglomeratie 's-Gravenhage (CR),3.3
CR32,Overig Zeeland (CR),CR27,Delft en Westland (CR),1.0
CR32,Overig Zeeland (CR),CR28,Oost-Zuid-Holland (CR),0.5
CR32,Overig Zeeland (CR),CR29,Groot-Rijnmond (CR),11.9
CR32,Overig Zeeland (CR),CR30,Zuidoost-Zuid-Holland (CR),2.2
CR32,Overig Zeeland (CR),CR31,Zeeuwsch-Vlaanderen (CR),4.7
CR32,Overig Zeeland (CR),CR32,Overig Zeeland (CR),87.7
CR32,Overig Zeeland (CR),CR33,West-Noord-Brabant (CR),8.5
CR32,Overig Zeeland (CR),CR34,Midden-Noord-Brabant (CR),1.0
CR32,Overig Zeeland (CR),CR35,Noordoost-Noord-Brabant (CR),0.9
CR32,Overig Zeeland (CR),CR36,Zuidoost-Noord-Brabant (CR),0.8
CR32,Overig Zeeland (CR),CR37,Noord-Limburg (CR),0.0
CR32,Overig Zeeland (CR),CR38,Midden-Limburg (CR),0.1
CR32,Overig Zeeland (CR),CR39,Zuid-Limburg (CR),0.1
CR32,Overig Zeeland (CR),CR40,Flevoland (CR),0.1
CR33,West-Noord-Brabant (CR),CR01,Oost-Groningen (CR),0.0
CR33,West-Noord-Brabant (CR),CR02,Delfzijl en omgeving (CR),0.0
CR33,West-Noord-Brabant (CR),CR03,Overig Groningen (CR),0.1
CR33,West-Noord-Brabant (CR),CR04,Noord-Friesland (CR),0.0
CR33,West-Noord-Brabant (CR),CR05,Zuidwest-Friesland (CR),0.0
CR33,West-Noord-Brabant (CR),CR06,Zuidoost-Friesland (CR),0.0
CR33,West-Noord-Brabant (CR),CR07,Noord-Drenthe (CR),0.0
CR33,West-Noord-Brabant (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR33,West-Noord-Brabant (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR33,West-Noord-Brabant (CR),CR10,Noord-Overijssel (CR),0.2
CR33,West-Noord-Brabant (CR),CR11,Zuidwest-Overijssel (CR),0.1
CR33,West-Noord-Brabant (CR),CR12,Twente (CR),0.2
CR33,West-Noord-Brabant (CR),CR13,Veluwe (CR),0.7
CR33,West-Noord-Brabant (CR),CR14,Achterhoek (CR),0.2
CR33,West-Noord-Brabant (CR),CR15,Arnhem/Nijmegen (CR),0.8
CR33,West-Noord-Brabant (CR),CR16,Zuidwest-Gelderland (CR),0.7
CR33,West-Noord-Brabant (CR),CR17,Utrecht (CR),5.8
CR33,West-Noord-Brabant (CR),CR18,Kop van Noord-Holland (CR),0.1
CR33,West-Noord-Brabant (CR),CR19,Alkmaar en omgeving (CR),0.1
CR33,West-Noord-Brabant (CR),CR20,IJmond (CR),0.1
CR33,West-Noord-Brabant (CR),CR21,Agglomeratie Haarlem (CR),0.2
CR33,West-Noord-Brabant (CR),CR22,Zaanstreek (CR),0.1
CR33,West-Noord-Brabant (CR),CR23,Groot-Amsterdam (CR),4.0
CR33,West-Noord-Brabant (CR),CR24,Het Gooi en Vechtstreek (CR),0.4
CR33,West-Noord-Brabant (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),1.1
CR33,West-Noord-Brabant (CR),CR26,Agglomeratie 's-Gravenhage (CR),6.5
CR33,West-Noord-Brabant (CR),CR27,Delft en Westland (CR),1.4
CR33,West-Noord-Brabant (CR),CR28,Oost-Zuid-Holland (CR),1.2
CR33,West-Noord-Brabant (CR),CR29,Groot-Rijnmond (CR),21.1
CR33,West-Noord-Brabant (CR),CR30,Zuidoost-Zuid-Holland (CR),7.6
CR33,West-Noord-Brabant (CR),CR31,Zeeuwsch-Vlaanderen (CR),1.7
CR33,West-Noord-Brabant (CR),CR32,Overig Zeeland (CR),7.7
CR33,West-Noord-Brabant (CR),CR33,West-Noord-Brabant (CR),195.5
CR33,West-Noord-Brabant (CR),CR34,Midden-Noord-Brabant (CR),22.1
CR33,West-Noord-Brabant (CR),CR35,Noordoost-Noord-Brabant (CR),9.1
CR33,West-Noord-Brabant (CR),CR36,Zuidoost-Noord-Brabant (CR),8.3
CR33,West-Noord-Brabant (CR),CR37,Noord-Limburg (CR),0.3
CR33,West-Noord-Brabant (CR),CR38,Midden-Limburg (CR),0.4
CR33,West-Noord-Brabant (CR),CR39,Zuid-Limburg (CR),0.7
CR33,West-Noord-Brabant (CR),CR40,Flevoland (CR),0.4
CR34,Midden-Noord-Brabant (CR),CR01,Oost-Groningen (CR),0.0
CR34,Midden-Noord-Brabant (CR),CR02,Delfzijl en omgeving (CR),0.0
CR34,Midden-Noord-Brabant (CR),CR03,Overig Groningen (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR04,Noord-Friesland (CR),0.0
CR34,Midden-Noord-Brabant (CR),CR05,Zuidwest-Friesland (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR06,Zuidoost-Friesland (CR),0.0
CR34,Midden-Noord-Brabant (CR),CR07,Noord-Drenthe (CR),0.0
CR34,Midden-Noord-Brabant (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR34,Midden-Noord-Brabant (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR10,Noord-Overijssel (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR11,Zuidwest-Overijssel (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR12,Twente (CR),0.2
CR34,Midden-Noord-Brabant (CR),CR13,Veluwe (CR),1.2
CR34,Midden-Noord-Brabant (CR),CR14,Achterhoek (CR),0.3
CR34,Midden-Noord-Brabant (CR),CR15,Arnhem/Nijmegen (CR),0.9
CR34,Midden-Noord-Brabant (CR),CR16,Zuidwest-Gelderland (CR),2.4
CR34,Midden-Noord-Brabant (CR),CR17,Utrecht (CR),5.3
CR34,Midden-Noord-Brabant (CR),CR18,Kop van Noord-Holland (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR19,Alkmaar en omgeving (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR20,IJmond (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR21,Agglomeratie Haarlem (CR),0.1
CR34,Midden-Noord-Brabant (CR),CR22,Zaanstreek (CR),0.0
CR34,Midden-Noord-Brabant (CR),CR23,Groot-Amsterdam (CR),2.8
CR34,Midden-Noord-Brabant (CR),CR24,Het Gooi en Vechtstreek (CR),0.3
CR34,Midden-Noord-Brabant (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.4
CR34,Midden-Noord-Brabant (CR),CR26,Agglomeratie 's-Gravenhage (CR),2.2
CR34,Midden-Noord-Brabant (CR),CR27,Delft en Westland (CR),0.8
CR34,Midden-Noord-Brabant (CR),CR28,Oost-Zuid-Holland (CR),0.6
CR34,Midden-Noord-Brabant (CR),CR29,Groot-Rijnmond (CR),5.4
CR34,Midden-Noord-Brabant (CR),CR30,Zuidoost-Zuid-Holland (CR),5.3
CR34,Midden-Noord-Brabant (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.2
CR34,Midden-Noord-Brabant (CR),CR32,Overig Zeeland (CR),1.0
CR34,Midden-Noord-Brabant (CR),CR33,West-Noord-Brabant (CR),28.8
CR34,Midden-Noord-Brabant (CR),CR34,Midden-Noord-Brabant (CR),137.8
CR34,Midden-Noord-Brabant (CR),CR35,Noordoost-Noord-Brabant (CR),18.7
CR34,Midden-Noord-Brabant (CR),CR36,Zuidoost-Noord-Brabant (CR),19.6
CR34,Midden-Noord-Brabant (CR),CR37,Noord-Limburg (CR),0.4
CR34,Midden-Noord-Brabant (CR),CR38,Midden-Limburg (CR),0.4
CR34,Midden-Noord-Brabant (CR),CR39,Zuid-Limburg (CR),1.0
CR34,Midden-Noord-Brabant (CR),CR40,Flevoland (CR),0.2
CR35,Noordoost-Noord-Brabant (CR),CR01,Oost-Groningen (CR),0.0
CR35,Noordoost-Noord-Brabant (CR),CR02,Delfzijl en omgeving (CR),0.0
CR35,Noordoost-Noord-Brabant (CR),CR03,Overig Groningen (CR),0.1
CR35,Noordoost-Noord-Brabant (CR),CR04,Noord-Friesland (CR),0.0
CR35,Noordoost-Noord-Brabant (CR),CR05,Zuidwest-Friesland (CR),0.0
CR35,Noordoost-Noord-Brabant (CR),CR06,Zuidoost-Friesland (CR),0.0
CR35,Noordoost-Noord-Brabant (CR),CR07,Noord-Drenthe (CR),0.0
CR35,Noordoost-Noord-Brabant (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR35,Noordoost-Noord-Brabant (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR35,Noordoost-Noord-Brabant (CR),CR10,Noord-Overijssel (CR),0.3
CR35,Noordoost-Noord-Brabant (CR),CR11,Zuidwest-Overijssel (CR),0.2
CR35,Noordoost-Noord-Brabant (CR),CR12,Twente (CR),0.4
CR35,Noordoost-Noord-Brabant (CR),CR13,Veluwe (CR),2.0
CR35,Noordoost-Noord-Brabant (CR),CR14,Achterhoek (CR),0.9
CR35,Noordoost-Noord-Brabant (CR),CR15,Arnhem/Nijmegen (CR),12.2
CR35,Noordoost-Noord-Brabant (CR),CR16,Zuidwest-Gelderland (CR),5.6
CR35,Noordoost-Noord-Brabant (CR),CR17,Utrecht (CR),7.8
CR35,Noordoost-Noord-Brabant (CR),CR18,Kop van Noord-Holland (CR),0.1
CR35,Noordoost-Noord-Brabant (CR),CR19,Alkmaar en omgeving (CR),0.1
CR35,Noordoost-Noord-Brabant (CR),CR20,IJmond (CR),0.1
CR35,Noordoost-Noord-Brabant (CR),CR21,Agglomeratie Haarlem (CR),0.2
