"Populatie";"Geslacht";"Persoonskenmerken";"Vervoerwijzen";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,23;5,77;7,05
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,22;4,4;6,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,18;3,06;5,06
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,16;2,87;5,05
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,18;2,92;4,74
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,21;3,76;6,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,21;3,65;6,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Trein";"Waarde";"2018";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Trein";"Waarde";"2019";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Trein";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Trein";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Trein";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Trein";"Waarde";"2023";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Trein";"Waarde";"2024*";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Fiets";"Waarde";"2018";"Nederland";0,66;2,84;16,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Fiets";"Waarde";"2019";"Nederland";0,68;2,59;17,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Fiets";"Waarde";"2020";"Nederland";0,56;2,09;13,17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Fiets";"Waarde";"2021";"Nederland";0,48;1,86;12,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Fiets";"Waarde";"2022";"Nederland";0,48;2,19;15,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Fiets";"Waarde";"2023";"Nederland";0,54;1,93;12,78
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: werkloos";"Fiets";"Waarde";"2024*";"Nederland";0,6;2,39;16,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2018";"Nederland";2,37;19,94;61,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2019";"Nederland";2,21;17,88;57,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2020";"Nederland";1,89;12,67;48,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2021";"Nederland";2,12;16,95;55,21
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2022";"Nederland";2,32;19,17;63,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2023";"Nederland";2,38;19,41;61,36
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2024*";"Nederland";2,3;18,15;63,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,62;6,75;12,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,54;6,33;11,97
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,45;4,55;8,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,56;7,36;11,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,62;8,12;14,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,67;7,8;12,8
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,67;7,96;14,27
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,29;6,73;8,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,26;5,04;7,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,2;3,83;5,73
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,23;3,94;6,09
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,24;5,05;7,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,28;5,53;7,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,25;4,02;6,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Trein";"Waarde";"2018";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Trein";"Waarde";"2019";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Trein";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Trein";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Trein";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Trein";"Waarde";"2023";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Trein";"Waarde";"2024*";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Fiets";"Waarde";"2018";"Nederland";0,56;2,18;13,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Fiets";"Waarde";"2019";"Nederland";0,55;1,91;12,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Fiets";"Waarde";"2020";"Nederland";0,46;1,68;10,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Fiets";"Waarde";"2021";"Nederland";0,47;1,9;11,14
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Fiets";"Waarde";"2022";"Nederland";0,47;1,84;11,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Fiets";"Waarde";"2023";"Nederland";0,53;2,18;12,43
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie:  arbeidsongeschikt";"Fiets";"Waarde";"2024*";"Nederland";0,49;2,06;12,8
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2018";"Nederland";2,14;26;64,63
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2019";"Nederland";2,1;25,22;64,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2020";"Nederland";1,88;17,21;54,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2021";"Nederland";2,07;20,43;64,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2022";"Nederland";2,28;22,1;66,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2023";"Nederland";2,29;23,02;65,53
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Totaal";"Waarde";"2024*";"Nederland";2,25;23,37;65,63
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,75;12,75;19,28
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,73;11,4;18,75
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,63;8,42;13,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,66;10,15;16,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,71;10,68;17,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,76;11,48;18,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,75;11,34;18,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,25;5,51;7,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,25;6,29;8,84
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,17;3,08;4,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,2;3,9;6,35
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,24;4,78;7,43
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,25;5,05;7,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,24;5,13;7,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Trein";"Waarde";"2018";"Nederland";0,02;1,93;2,65
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Trein";"Waarde";"2019";"Nederland";0,03;2,24;3,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Trein";"Waarde";"2020";"Nederland";0,01;0,63;0,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Trein";"Waarde";"2021";"Nederland";0,01;0,69;0,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Trein";"Waarde";"2022";"Nederland";0,01;0,69;1,05
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Trein";"Waarde";"2023";"Nederland";0,02;0,95;1,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Trein";"Waarde";"2024*";"Nederland";0,02;1,25;1,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Fiets";"Waarde";"2018";"Nederland";0,6;3,31;18,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Fiets";"Waarde";"2019";"Nederland";0,57;3,01;17,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Fiets";"Waarde";"2020";"Nederland";0,49;2,96;16,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Fiets";"Waarde";"2021";"Nederland";0,52;3,15;16,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Fiets";"Waarde";"2022";"Nederland";0,66;3,46;19,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Fiets";"Waarde";"2023";"Nederland";0,58;3,01;16,87
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: gepensioneerd/VUT";"Fiets";"Waarde";"2024*";"Nederland";0,61;3,1;17,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2018";"Nederland";2,52;24,03;61,17
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2019";"Nederland";2,33;24,12;61,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2020";"Nederland";1,94;16,33;49,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2021";"Nederland";2,14;18,2;58,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2022";"Nederland";2,37;20,33;63,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2023";"Nederland";2,35;22,04;64,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Totaal";"Waarde";"2024*";"Nederland";2,31;21,3;62,26
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,8;11,03;17,18
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,73;9,63;15,26
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,6;7,95;12,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,62;7,76;12,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,66;8,26;13,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,69;9,17;15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,68;8,96;14,49
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,32;6,39;9,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,29;6,41;9,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,23;3,83;6,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,25;4,66;7,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,27;5,22;8,55
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,31;6,16;9,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,31;5,99;9,15
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Trein";"Waarde";"2018";"Nederland";0,02;0,99;1,8
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Trein";"Waarde";"2019";"Nederland";0,03;2,12;2,97
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Trein";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Trein";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Trein";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Trein";"Waarde";"2023";"Nederland";0,03;1,32;2,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Trein";"Waarde";"2024*";"Nederland";0,02;0,98;1,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Fiets";"Waarde";"2018";"Nederland";0,68;2,32;13,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Fiets";"Waarde";"2019";"Nederland";0,62;2,2;13,61
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Fiets";"Waarde";"2020";"Nederland";0,5;1,88;11,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Fiets";"Waarde";"2021";"Nederland";0,49;1,89;11,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Fiets";"Waarde";"2022";"Nederland";0,65;2,53;15,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Fiets";"Waarde";"2023";"Nederland";0,6;2,24;13,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Participatie: anders/overig";"Fiets";"Waarde";"2024*";"Nederland";0,61;2,31;14,77
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2018";"Nederland";2,9;44,55;78,74
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2019";"Nederland";2,86;44,32;79,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2020";"Nederland";2,61;31,86;68,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2021";"Nederland";2,69;33,97;74,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2022";"Nederland";2,89;36,79;76,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2023";"Nederland";2,91;38,81;76,91
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Totaal";"Waarde";"2024*";"Nederland";2,88;39,2;77,27
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,61;30,62;41,2
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,6;30,44;41,19
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,37;22,18;31,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,39;24;33,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,46;25,31;35,89
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,54;27,07;38,09
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,51;26,81;37,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,18;4,58;5,7
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,17;4,66;5,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,13;3,11;4,26
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,14;3,31;4,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,16;3,72;5,1
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,18;4,17;5,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,18;4,4;5,8
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Trein";"Waarde";"2018";"Nederland";0,04;2,31;3,2
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Trein";"Waarde";"2019";"Nederland";0,04;2,52;3,61
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Trein";"Waarde";"2020";"Nederland";0,02;0,76;1,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Trein";"Waarde";"2021";"Nederland";0,01;0,58;0,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Trein";"Waarde";"2022";"Nederland";0,02;1,14;1,68
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Trein";"Waarde";"2023";"Nederland";0,03;1,69;2,46
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Trein";"Waarde";"2024*";"Nederland";0,03;1,92;2,83
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Fiets";"Waarde";"2018";"Nederland";0,56;2,71;13,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Fiets";"Waarde";"2019";"Nederland";0,53;2,56;12,89
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Fiets";"Waarde";"2020";"Nederland";0,48;2,42;12,89
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Fiets";"Waarde";"2021";"Nederland";0,47;2,35;12,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Fiets";"Waarde";"2022";"Nederland";0,58;2,72;13,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Fiets";"Waarde";"2023";"Nederland";0,53;2,39;12,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto op eigen naam";"Fiets";"Waarde";"2024*";"Nederland";0,56;2,56;12,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";2,99;43,63;80,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";2,9;43,48;79,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";2,58;29,83;66,65
